county,precinct,office,district,candidate,party,votes
Barry,"Johnstown Township, Precinct 1",Straight Party,"",Libertarian Party,LIB,10
Barry,"Johnstown Township, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,1
Barry,"Johnstown Township, Precinct 1",Straight Party,"",Working Class Party,WCP,4
Barry,"Johnstown Township, Precinct 1",Straight Party,"",Green Party,GRN,2
Barry,"Johnstown Township, Precinct 1",Straight Party,"",Natural Law Party,NLP,1
Barry,"Johnstown Township, Precinct 1",Straight Party,"",Write-Ins,"",0
Barry,"Maple Grove Township, Precinct 1",Straight Party,"",Democratic Party,DEM,96
Barry,"Maple Grove Township, Precinct 1",Straight Party,"",Republican Party,REP,369
Barry,"Maple Grove Township, Precinct 1",Straight Party,"",Libertarian Party,LIB,1
Barry,"Maple Grove Township, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,0
Barry,"Maple Grove Township, Precinct 1",Straight Party,"",Working Class Party,WCP,2
Barry,"Maple Grove Township, Precinct 1",Straight Party,"",Green Party,GRN,1
Barry,"Maple Grove Township, Precinct 1",Straight Party,"",Natural Law Party,NLP,0
Barry,"Maple Grove Township, Precinct 1",Straight Party,"",Write-Ins,"",0
Barry,"Orangeville Township, Precinct 1",Straight Party,"",Democratic Party,DEM,352
Barry,"Orangeville Township, Precinct 1",Straight Party,"",Republican Party,REP,864
Barry,"Orangeville Township, Precinct 1",Straight Party,"",Libertarian Party,LIB,8
Barry,"Orangeville Township, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,1
Barry,"Orangeville Township, Precinct 1",Straight Party,"",Working Class Party,WCP,12
Barry,"Orangeville Township, Precinct 1",Straight Party,"",Green Party,GRN,1
Barry,"Orangeville Township, Precinct 1",Straight Party,"",Natural Law Party,NLP,1
Barry,"Orangeville Township, Precinct 1",Straight Party,"",Write-Ins,"",0
Barry,"Prairieville Township, Precinct 1",Straight Party,"",Democratic Party,DEM,376
Barry,"Prairieville Township, Precinct 1",Straight Party,"",Republican Party,REP,696
Barry,"Prairieville Township, Precinct 1",Straight Party,"",Libertarian Party,LIB,5
Barry,"Prairieville Township, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,2
Barry,"Prairieville Township, Precinct 1",Straight Party,"",Working Class Party,WCP,2
Barry,"Prairieville Township, Precinct 1",Straight Party,"",Green Party,GRN,2
Barry,"Prairieville Township, Precinct 1",Straight Party,"",Natural Law Party,NLP,0
Barry,"Prairieville Township, Precinct 1",Straight Party,"",Write-Ins,"",0
Barry,"Rutland Township, Precinct 1H",Straight Party,"",Democratic Party,DEM,173
Barry,"Rutland Township, Precinct 1H",Straight Party,"",Republican Party,REP,421
Barry,"Rutland Township, Precinct 1H",Straight Party,"",Libertarian Party,LIB,2
Barry,"Rutland Township, Precinct 1H",Straight Party,"",U.S. Taxpayers Party,UST,3
Barry,"Rutland Township, Precinct 1H",Straight Party,"",Working Class Party,WCP,4
Barry,"Rutland Township, Precinct 1H",Straight Party,"",Green Party,GRN,0
Barry,"Rutland Township, Precinct 1H",Straight Party,"",Natural Law Party,NLP,0
Barry,"Rutland Township, Precinct 1H",Straight Party,"",Write-Ins,"",0
Barry,"Rutland Township, Precinct 2",Straight Party,"",Democratic Party,DEM,263
Barry,"Rutland Township, Precinct 2",Straight Party,"",Republican Party,REP,503
Barry,"Rutland Township, Precinct 2",Straight Party,"",Libertarian Party,LIB,3
Barry,"Rutland Township, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,0
Barry,"Rutland Township, Precinct 2",Straight Party,"",Working Class Party,WCP,4
Barry,"Rutland Township, Precinct 2",Straight Party,"",Green Party,GRN,1
Barry,"Rutland Township, Precinct 2",Straight Party,"",Natural Law Party,NLP,1
Barry,"Rutland Township, Precinct 2",Straight Party,"",Write-Ins,"",0
Barry,"Thornapple Township, Precinct 1",Straight Party,"",Democratic Party,DEM,203
Barry,"Thornapple Township, Precinct 1",Straight Party,"",Republican Party,REP,902
Barry,"Thornapple Township, Precinct 1",Straight Party,"",Libertarian Party,LIB,8
Barry,"Thornapple Township, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,2
Barry,"Thornapple Township, Precinct 1",Straight Party,"",Working Class Party,WCP,2
Barry,"Thornapple Township, Precinct 1",Straight Party,"",Green Party,GRN,1
Barry,"Thornapple Township, Precinct 1",Straight Party,"",Natural Law Party,NLP,0
Barry,"Thornapple Township, Precinct 1",Straight Party,"",Write-Ins,"",0
Barry,"Thornapple Township, Precinct 2",Straight Party,"",Democratic Party,DEM,148
Barry,"Thornapple Township, Precinct 2",Straight Party,"",Republican Party,REP,632
Barry,"Thornapple Township, Precinct 2",Straight Party,"",Libertarian Party,LIB,4
Barry,"Thornapple Township, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,0
Barry,"Thornapple Township, Precinct 2",Straight Party,"",Working Class Party,WCP,2
Barry,"Thornapple Township, Precinct 2",Straight Party,"",Green Party,GRN,3
Barry,"Thornapple Township, Precinct 2",Straight Party,"",Natural Law Party,NLP,0
Barry,"Thornapple Township, Precinct 2",Straight Party,"",Write-Ins,"",0
Barry,"Thornapple Township, Precinct 3",Straight Party,"",Democratic Party,DEM,349
Barry,"Thornapple Township, Precinct 3",Straight Party,"",Republican Party,REP,768
Barry,"Thornapple Township, Precinct 3",Straight Party,"",Libertarian Party,LIB,15
Barry,"Thornapple Township, Precinct 3",Straight Party,"",U.S. Taxpayers Party,UST,3
Barry,"Thornapple Township, Precinct 3",Straight Party,"",Working Class Party,WCP,7
Barry,"Thornapple Township, Precinct 3",Straight Party,"",Green Party,GRN,3
Barry,"Thornapple Township, Precinct 3",Straight Party,"",Natural Law Party,NLP,2
Barry,"Thornapple Township, Precinct 3",Straight Party,"",Write-Ins,"",0
Barry,"Woodland Township, Precinct 1",Straight Party,"",Democratic Party,DEM,190
Barry,"Woodland Township, Precinct 1",Straight Party,"",Republican Party,REP,519
Barry,"Woodland Township, Precinct 1",Straight Party,"",Libertarian Party,LIB,2
Barry,"Woodland Township, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,0
Barry,"Woodland Township, Precinct 1",Straight Party,"",Working Class Party,WCP,3
Barry,"Woodland Township, Precinct 1",Straight Party,"",Green Party,GRN,2
Barry,"Woodland Township, Precinct 1",Straight Party,"",Natural Law Party,NLP,0
Barry,"Woodland Township, Precinct 1",Straight Party,"",Write-Ins,"",0
Barry,"Yankee Springs Township, Precinct 1",Straight Party,"",Democratic Party,DEM,259
Barry,"Yankee Springs Township, Precinct 1",Straight Party,"",Republican Party,REP,784
Barry,"Yankee Springs Township, Precinct 1",Straight Party,"",Libertarian Party,LIB,11
Barry,"Yankee Springs Township, Precinct 1",Straight Party,"",U.S. Taxpayers Party,UST,0
Barry,"Yankee Springs Township, Precinct 1",Straight Party,"",Working Class Party,WCP,7
Barry,"Yankee Springs Township, Precinct 1",Straight Party,"",Green Party,GRN,0
Barry,"Yankee Springs Township, Precinct 1",Straight Party,"",Natural Law Party,NLP,2
Barry,"Yankee Springs Township, Precinct 1",Straight Party,"",Write-Ins,"",0
Barry,"Yankee Springs Township, Precinct 2",Straight Party,"",Democratic Party,DEM,210
Barry,"Yankee Springs Township, Precinct 2",Straight Party,"",Republican Party,REP,648
Barry,"Yankee Springs Township, Precinct 2",Straight Party,"",Libertarian Party,LIB,5
Barry,"Yankee Springs Township, Precinct 2",Straight Party,"",U.S. Taxpayers Party,UST,1
Barry,"Yankee Springs Township, Precinct 2",Straight Party,"",Working Class Party,WCP,3
Barry,"Yankee Springs Township, Precinct 2",Straight Party,"",Green Party,GRN,2
Barry,"Yankee Springs Township, Precinct 2",Straight Party,"",Natural Law Party,NLP,0
Barry,"Yankee Springs Township, Precinct 2",Straight Party,"",Write-Ins,"",0
Barry,"City of Hastings, Precinct 1H",U.S. House,03,Hillary Scholten,DEM,472
Barry,"City of Hastings, Precinct 1H",U.S. House,03,Peter Meijer,REP,555
Barry,"City of Hastings, Precinct 1H",U.S. House,03,Write-Ins,"",4
Barry,"City of Hastings, Precinct 2H",U.S. House,03,Hillary Scholten,DEM,329
Barry,"City of Hastings, Precinct 2H",U.S. House,03,Peter Meijer,REP,481
Barry,"City of Hastings, Precinct 2H",U.S. House,03,Write-Ins,"",2
Barry,"City of Hastings, Precinct 3H",U.S. House,03,Hillary Scholten,DEM,349
Barry,"City of Hastings, Precinct 3H",U.S. House,03,Peter Meijer,REP,480
Barry,"City of Hastings, Precinct 3H",U.S. House,03,Write-Ins,"",5
Barry,"City of Hastings, Precinct 4H",U.S. House,03,Hillary Scholten,DEM,468
Barry,"City of Hastings, Precinct 4H",U.S. House,03,Peter Meijer,REP,547
Barry,"City of Hastings, Precinct 4H",U.S. House,03,Write-Ins,"",2
Barry,"Assyria Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,289
Barry,"Assyria Township, Precinct 1",U.S. House,03,Peter Meijer,REP,851
Barry,"Assyria Township, Precinct 1",U.S. House,03,Write-Ins,"",2
Barry,"Baltimore Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,330
Barry,"Baltimore Township, Precinct 1",U.S. House,03,Peter Meijer,REP,723
Barry,"Baltimore Township, Precinct 1",U.S. House,03,Write-Ins,"",8
Barry,"Barry Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,701
Barry,"Barry Township, Precinct 1",U.S. House,03,Peter Meijer,REP,1195
Barry,"Barry Township, Precinct 1",U.S. House,03,Write-Ins,"",5
Barry,"Carlton Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,441
Barry,"Carlton Township, Precinct 1",U.S. House,03,Peter Meijer,REP,984
Barry,"Carlton Township, Precinct 1",U.S. House,03,Write-Ins,"",0
Barry,"Castleton Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,471
Barry,"Castleton Township, Precinct 1",U.S. House,03,Peter Meijer,REP,1009
Barry,"Castleton Township, Precinct 1",U.S. House,03,Write-Ins,"",8
Barry,"Hastings Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,579
Barry,"Hastings Township, Precinct 1",U.S. House,03,Peter Meijer,REP,1134
Barry,"Hastings Township, Precinct 1",U.S. House,03,Write-Ins,"",4
Barry,"Hope Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,663
Barry,"Hope Township, Precinct 1",U.S. House,03,Peter Meijer,REP,1201
Barry,"Hope Township, Precinct 1",U.S. House,03,Write-Ins,"",5
Barry,"Irving Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,614
Barry,"Irving Township, Precinct 1",U.S. House,03,Peter Meijer,REP,1485
Barry,"Irving Township, Precinct 1",U.S. House,03,Write-Ins,"",5
Barry,"Johnstown Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,613
Barry,"Johnstown Township, Precinct 1",U.S. House,03,Peter Meijer,REP,1133
Barry,"Johnstown Township, Precinct 1",U.S. House,03,Write-Ins,"",4
Barry,"Maple Grove Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,205
Barry,"Maple Grove Township, Precinct 1",U.S. House,03,Peter Meijer,REP,574
Barry,"Maple Grove Township, Precinct 1",U.S. House,03,Write-Ins,"",2
Barry,"Orangeville Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,669
Barry,"Orangeville Township, Precinct 1",U.S. House,03,Peter Meijer,REP,1262
Barry,"Orangeville Township, Precinct 1",U.S. House,03,Write-Ins,"",11
Barry,"Prairieville Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,804
Barry,"Prairieville Township, Precinct 1",U.S. House,03,Peter Meijer,REP,1166
Barry,"Prairieville Township, Precinct 1",U.S. House,03,Write-Ins,"",7
Barry,"Rutland Township, Precinct 1H",U.S. House,03,Hillary Scholten,DEM,378
Barry,"Rutland Township, Precinct 1H",U.S. House,03,Peter Meijer,REP,695
Barry,"Rutland Township, Precinct 1H",U.S. House,03,Write-Ins,"",6
Barry,"Rutland Township, Precinct 2",U.S. House,03,Hillary Scholten,DEM,574
Barry,"Rutland Township, Precinct 2",U.S. House,03,Peter Meijer,REP,908
Barry,"Rutland Township, Precinct 2",U.S. House,03,Write-Ins,"",6
Barry,"Thornapple Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,543
Barry,"Thornapple Township, Precinct 1",U.S. House,03,Peter Meijer,REP,1405
Barry,"Thornapple Township, Precinct 1",U.S. House,03,Write-Ins,"",7
Barry,"Thornapple Township, Precinct 2",U.S. House,03,Hillary Scholten,DEM,352
Barry,"Thornapple Township, Precinct 2",U.S. House,03,Peter Meijer,REP,1003
Barry,"Thornapple Township, Precinct 2",U.S. House,03,Write-Ins,"",4
Barry,"Thornapple Township, Precinct 3",U.S. House,03,Hillary Scholten,DEM,788
Barry,"Thornapple Township, Precinct 3",U.S. House,03,Peter Meijer,REP,1206
Barry,"Thornapple Township, Precinct 3",U.S. House,03,Write-Ins,"",6
Barry,"Woodland Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,394
Barry,"Woodland Township, Precinct 1",U.S. House,03,Peter Meijer,REP,817
Barry,"Woodland Township, Precinct 1",U.S. House,03,Write-Ins,"",6
Barry,"Yankee Springs Township, Precinct 1",U.S. House,03,Hillary Scholten,DEM,587
Barry,"Yankee Springs Township, Precinct 1",U.S. House,03,Peter Meijer,REP,1286
Barry,"Yankee Springs Township, Precinct 1",U.S. House,03,Write-Ins,"",2
Barry,"Yankee Springs Township, Precinct 2",U.S. House,03,Hillary Scholten,DEM,445
Barry,"Yankee Springs Township, Precinct 2",U.S. House,03,Peter Meijer,REP,983
Barry,"Yankee Springs Township, Precinct 2",U.S. House,03,Write-Ins,"",2
Barry,"City of Hastings, Precinct 1H",U.S. Senate,"",Gary Peters,DEM,442
Barry,"City of Hastings, Precinct 1H",U.S. Senate,"",John James,REP,569
Barry,"City of Hastings, Precinct 1H",U.S. Senate,"",Valerie L. Willis,UST,18
Barry,"City of Hastings, Precinct 1H",U.S. Senate,"",Marcia Squier,GRN,9
Barry,"City of Hastings, Precinct 1H",U.S. Senate,"",Doug Dern,NAT,3
Barry,"City of Hastings, Precinct 1H",U.S. Senate,"",Write-Ins,"",4
Barry,"City of Hastings, Precinct 2H",U.S. Senate,"",Gary Peters,DEM,310
Barry,"City of Hastings, Precinct 2H",U.S. Senate,"",John James,REP,485
Barry,"City of Hastings, Precinct 2H",U.S. Senate,"",Valerie L. Willis,UST,15
Barry,"City of Hastings, Precinct 2H",U.S. Senate,"",Marcia Squier,GRN,10
Barry,"City of Hastings, Precinct 2H",U.S. Senate,"",Doug Dern,NAT,0
Barry,"City of Hastings, Precinct 2H",U.S. Senate,"",Write-Ins,"",0
Barry,"City of Hastings, Precinct 3H",U.S. Senate,"",Gary Peters,DEM,313
Barry,"City of Hastings, Precinct 3H",U.S. Senate,"",John James,REP,497
Barry,"City of Hastings, Precinct 3H",U.S. Senate,"",Valerie L. Willis,UST,16
Barry,"City of Hastings, Precinct 3H",U.S. Senate,"",Marcia Squier,GRN,16
Barry,"City of Hastings, Precinct 3H",U.S. Senate,"",Doug Dern,NAT,1
Barry,"City of Hastings, Precinct 3H",U.S. Senate,"",Write-Ins,"",2
Barry,"City of Hastings, Precinct 4H",U.S. Senate,"",Gary Peters,DEM,456
Barry,"City of Hastings, Precinct 4H",U.S. Senate,"",John James,REP,548
Barry,"City of Hastings, Precinct 4H",U.S. Senate,"",Valerie L. Willis,UST,13
Barry,"City of Hastings, Precinct 4H",U.S. Senate,"",Marcia Squier,GRN,6
Barry,"City of Hastings, Precinct 4H",U.S. Senate,"",Doug Dern,NAT,2
Barry,"City of Hastings, Precinct 4H",U.S. Senate,"",Write-Ins,"",0
Barry,"Assyria Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,284
Barry,"Assyria Township, Precinct 1",U.S. Senate,"",John James,REP,845
Barry,"Assyria Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,14
Barry,"Assyria Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,9
Barry,"Assyria Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,5
Barry,"Assyria Township, Precinct 1",U.S. Senate,"",Write-Ins,"",1
Barry,"Baltimore Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,279
Barry,"Baltimore Township, Precinct 1",U.S. Senate,"",John James,REP,766
Barry,"Baltimore Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,19
Barry,"Baltimore Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,3
Barry,"Baltimore Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,8
Barry,"Baltimore Township, Precinct 1",U.S. Senate,"",Write-Ins,"",1
Barry,"Barry Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,649
Barry,"Barry Township, Precinct 1",U.S. Senate,"",John James,REP,1231
Barry,"Barry Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,17
Barry,"Barry Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,21
Barry,"Barry Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,6
Barry,"Barry Township, Precinct 1",U.S. Senate,"",Write-Ins,"",1
Barry,"Carlton Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,414
Barry,"Carlton Township, Precinct 1",U.S. Senate,"",John James,REP,992
Barry,"Carlton Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,20
Barry,"Carlton Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,3
Barry,"Carlton Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,3
Barry,"Carlton Township, Precinct 1",U.S. Senate,"",Write-Ins,"",0
Barry,"Castleton Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,473
Barry,"Castleton Township, Precinct 1",U.S. Senate,"",John James,REP,989
Barry,"Castleton Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,19
Barry,"Castleton Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,10
Barry,"Castleton Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,9
Barry,"Castleton Township, Precinct 1",U.S. Senate,"",Write-Ins,"",2
Barry,"Hastings Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,557
Barry,"Hastings Township, Precinct 1",U.S. Senate,"",John James,REP,1152
Barry,"Hastings Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,8
Barry,"Hastings Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,9
Barry,"Hastings Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,6
Barry,"Hastings Township, Precinct 1",U.S. Senate,"",Write-Ins,"",3
Barry,"Hope Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,619
Barry,"Hope Township, Precinct 1",U.S. Senate,"",John James,REP,1225
Barry,"Hope Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,28
Barry,"Hope Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,9
Barry,"Hope Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,7
Barry,"Hope Township, Precinct 1",U.S. Senate,"",Write-Ins,"",1
Barry,"Irving Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,571
Barry,"Irving Township, Precinct 1",U.S. Senate,"",John James,REP,1527
Barry,"Irving Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,13
Barry,"Irving Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,10
Barry,"Irving Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,2
Barry,"Irving Township, Precinct 1",U.S. Senate,"",Write-Ins,"",0
Barry,"Johnstown Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,579
Barry,"Johnstown Township, Precinct 1",U.S. Senate,"",John James,REP,1157
Barry,"Johnstown Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,17
Barry,"Johnstown Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,14
Barry,"Johnstown Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,5
Barry,"Johnstown Township, Precinct 1",U.S. Senate,"",Write-Ins,"",2
Barry,"Maple Grove Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,183
Barry,"Maple Grove Township, Precinct 1",U.S. Senate,"",John James,REP,600
Barry,"Maple Grove Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,6
Barry,"Maple Grove Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,3
Barry,"Maple Grove Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,3
Barry,"Maple Grove Township, Precinct 1",U.S. Senate,"",Write-Ins,"",0
Barry,"Orangeville Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,625
Barry,"Orangeville Township, Precinct 1",U.S. Senate,"",John James,REP,1299
Barry,"Orangeville Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,18
Barry,"Orangeville Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,9
Barry,"Orangeville Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,5
Barry,"Orangeville Township, Precinct 1",U.S. Senate,"",Write-Ins,"",4
Barry,"Prairieville Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,771
Barry,"Prairieville Township, Precinct 1",U.S. Senate,"",John James,REP,1193
Barry,"Prairieville Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,18
Barry,"Prairieville Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,13
Barry,"Prairieville Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,5
Barry,"Prairieville Township, Precinct 1",U.S. Senate,"",Write-Ins,"",2
Barry,"Rutland Township, Precinct 1H",U.S. Senate,"",Gary Peters,DEM,367
Barry,"Rutland Township, Precinct 1H",U.S. Senate,"",John James,REP,701
Barry,"Rutland Township, Precinct 1H",U.S. Senate,"",Valerie L. Willis,UST,11
Barry,"Rutland Township, Precinct 1H",U.S. Senate,"",Marcia Squier,GRN,9
Barry,"Rutland Township, Precinct 1H",U.S. Senate,"",Doug Dern,NAT,3
Barry,"Rutland Township, Precinct 1H",U.S. Senate,"",Write-Ins,"",0
Barry,"Rutland Township, Precinct 2",U.S. Senate,"",Gary Peters,DEM,540
Barry,"Rutland Township, Precinct 2",U.S. Senate,"",John James,REP,933
Barry,"Rutland Township, Precinct 2",U.S. Senate,"",Valerie L. Willis,UST,12
Barry,"Rutland Township, Precinct 2",U.S. Senate,"",Marcia Squier,GRN,5
Barry,"Rutland Township, Precinct 2",U.S. Senate,"",Doug Dern,NAT,6
Barry,"Rutland Township, Precinct 2",U.S. Senate,"",Write-Ins,"",1
Barry,"Thornapple Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,497
Barry,"Thornapple Township, Precinct 1",U.S. Senate,"",John James,REP,1440
Barry,"Thornapple Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,15
Barry,"Thornapple Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,10
Barry,"Thornapple Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,2
Barry,"Thornapple Township, Precinct 1",U.S. Senate,"",Write-Ins,"",2
Barry,"Thornapple Township, Precinct 2",U.S. Senate,"",Gary Peters,DEM,341
Barry,"Thornapple Township, Precinct 2",U.S. Senate,"",John James,REP,994
Barry,"Thornapple Township, Precinct 2",U.S. Senate,"",Valerie L. Willis,UST,10
Barry,"Thornapple Township, Precinct 2",U.S. Senate,"",Marcia Squier,GRN,17
Barry,"Thornapple Township, Precinct 2",U.S. Senate,"",Doug Dern,NAT,1
Barry,"Thornapple Township, Precinct 2",U.S. Senate,"",Write-Ins,"",1
Barry,"Thornapple Township, Precinct 3",U.S. Senate,"",Gary Peters,DEM,722
Barry,"Thornapple Township, Precinct 3",U.S. Senate,"",John James,REP,1249
Barry,"Thornapple Township, Precinct 3",U.S. Senate,"",Valerie L. Willis,UST,21
Barry,"Thornapple Township, Precinct 3",U.S. Senate,"",Marcia Squier,GRN,20
Barry,"Thornapple Township, Precinct 3",U.S. Senate,"",Doug Dern,NAT,6
Barry,"Thornapple Township, Precinct 3",U.S. Senate,"",Write-Ins,"",2
Barry,"Woodland Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,408
Barry,"Woodland Township, Precinct 1",U.S. Senate,"",John James,REP,804
Barry,"Woodland Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,14
Barry,"Woodland Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,5
Barry,"Woodland Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,3
Barry,"Woodland Township, Precinct 1",U.S. Senate,"",Write-Ins,"",1
Barry,"Yankee Springs Township, Precinct 1",U.S. Senate,"",Gary Peters,DEM,535
Barry,"Yankee Springs Township, Precinct 1",U.S. Senate,"",John James,REP,1313
Barry,"Yankee Springs Township, Precinct 1",U.S. Senate,"",Valerie L. Willis,UST,17
Barry,"Yankee Springs Township, Precinct 1",U.S. Senate,"",Marcia Squier,GRN,12
Barry,"Yankee Springs Township, Precinct 1",U.S. Senate,"",Doug Dern,NAT,2
Barry,"Yankee Springs Township, Precinct 1",U.S. Senate,"",Write-Ins,"",1
Barry,"Yankee Springs Township, Precinct 2",U.S. Senate,"",Gary Peters,DEM,434
Barry,"Yankee Springs Township, Precinct 2",U.S. Senate,"",John James,REP,990
Barry,"Yankee Springs Township, Precinct 2",U.S. Senate,"",Valerie L. Willis,UST,7
Barry,"Yankee Springs Township, Precinct 2",U.S. Senate,"",Marcia Squier,GRN,9
Barry,"Yankee Springs Township, Precinct 2",U.S. Senate,"",Doug Dern,NAT,2
Barry,"Yankee Springs Township, Precinct 2",U.S. Senate,"",Write-Ins,"",1
